lvl1:
LayerName, zIndex, textureFile
BackgroundLayer, 0, space_bg(64x64)x5
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(6;0),(0;0),(0;0),(6;0),(6;0),(3;0),(4;0),(7;0),(5;0),(6;0),(2;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(1;0),(2;0),(5;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(7;0),(7;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(7;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(6;0),(6;0),(3;0),(5;0),(2;0),(3;0),(1;0),(3;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(1;0),(5;0),(2;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)

DeployableInteriorLayer, 2, DeployableBackground(64x64)x3
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(1;0),(0;0),(0;0),(0;0),(0;0),(0;0),(3;0),(3;0),(0;0),(0;0),(0;0),(0;0),(0;0),(3;0),(0;0),(3;0),(1;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(3;0),(3;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(2;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(1;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(3;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(3;0),(3;0),(3;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(1;0),(3;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)

FloorLayer, 3, Border(64x64)x11
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(2;180),(3;180),(3;180),(2;180),(4;180),(2;180),(3;180),(8;0),(4;180),(1;0),(0;0),(0;0),(1;270),(3;180),(4;180),(3;180),(3;180),(1;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(11;90),(4;0),(3;0),(2;0),(4;0),(2;0),(3;0),(7;180),(4;0),(1;270),(3;180),(3;180),(1;0),(3;0),(4;0),(3;0),(5;270),(3;270),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(3;270),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(1;180),(3;0),(2;0),(1;90),(0;0),(0;0),(0;0),(3;90),(3;270),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(11;0),(9;0),(7;0),(1;0),(0;0),(1;270),(10;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(1;270),(5;0),(3;270),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(3;0),(4;0),(5;270),(11;0),(9;0),(5;0),(11;0),(2;180),(9;0),(10;0),(0;0),(0;0),(0;0),(1;270),(9;0),(5;0),(11;90),(1;90),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(1;180),(3;0),(4;0),(8;180),(2;0),(2;0),(11;180),(11;0),(7;0),(2;180),(3;180),(5;0),(11;90),(3;0),(1;90),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(1;180),(3;0),(3;0),(2;0),(3;0),(4;0),(1;90),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)

DeployableForegroundLayer, 5, DeployableForeground(64x64)x2
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(2;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(2;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)

DeployableFinish, 6, DeployableBackground(64x64)x3
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(2;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)

CollectablePoints, 7, CollectableForeground(64x64)x2
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(2;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(2;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)

CollectableHealth, 8, CollectableForeground(64x64)x2
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(1;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)


StartingPosition,384,288

Enemy:(1;640;288),(3;1088;416)


lvl2:
LayerName, zIndex, textureFile
BackgroundLayer, 0, space_bg(64x64)x5
(1;0),(3;0),(5;0),(2;0),(4;0),(1;0),(2;0),(3;0),(5;0),(4;0),(1;0),(2;0),(4;0),(5;0),(3;0),(2;0),(1;0),(4;0),(3;0),(5;0),(4;0),(1;0),(4;0),(2;0)
(4;0),(2;0),(1;0),(5;0),(3;0),(4;0),(2;0),(1;0),(5;0),(3;0),(2;0),(4;0),(1;0),(5;0),(3;0),(4;0),(1;0),(2;0),(5;0),(3;0),(1;0),(2;0),(3;0),(5;0)
(2;0),(4;0),(3;0),(5;0),(1;0),(2;0),(4;0),(3;0),(5;0),(1;0),(3;0),(5;0),(2;0),(4;0),(1;0),(3;0),(2;0),(4;0),(5;0),(1;0),(4;0),(2;0),(3;0),(1;0)
(5;0),(1;0),(4;0),(3;0),(2;0),(5;0),(1;0),(4;0),(3;0),(2;0),(4;0),(2;0),(1;0),(3;0),(5;0),(4;0),(1;0),(5;0),(2;0),(3;0),(2;0),(3;0),(5;0),(5;0)
(3;0),(5;0),(2;0),(1;0),(4;0),(3;0),(5;0),(2;0),(1;0),(4;0),(2;0),(3;0),(4;0),(1;0),(5;0),(2;0),(3;0),(1;0),(4;0),(5;0),(1;0),(3;0),(1;0),(1;0)
(1;0),(4;0),(3;0),(5;0),(2;0),(1;0),(4;0),(3;0),(5;0),(2;0),(3;0),(5;0),(1;0),(4;0),(2;0),(3;0),(5;0),(2;0),(1;0),(4;0),(2;0),(3;0),(5;0),(1;0)
(2;0),(5;0),(4;0),(3;0),(1;0),(2;0),(5;0),(4;0),(3;0),(1;0),(4;0),(1;0),(5;0),(2;0),(3;0),(4;0),(2;0),(5;0),(1;0),(3;0),(4;0),(5;0),(2;0),(3;0)
(5;0),(3;0),(2;0),(4;0),(1;0),(5;0),(3;0),(2;0),(4;0),(1;0),(1;0),(4;0),(2;0),(5;0),(3;0),(1;0),(5;0),(4;0),(2;0),(3;0),(5;0),(2;0),(3;0),(3;0)
(4;0),(1;0),(5;0),(3;0),(2;0),(4;0),(1;0),(5;0),(3;0),(2;0),(5;0),(3;0),(2;0),(1;0),(4;0),(5;0),(3;0),(2;0),(4;0),(1;0),(2;0),(2;0),(3;0),(5;0)
(3;0),(2;0),(1;0),(5;0),(4;0),(3;0),(2;0),(1;0),(5;0),(4;0),(2;0),(5;0),(3;0),(4;0),(1;0),(2;0),(3;0),(5;0),(1;0),(4;0),(4;0),(4;0),(1;0),(5;0)

InteriorLayer, 1, Wall(64x64)x7
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(1;0),(3;0),(5;0),(4;0),(7;0),(4;0),(3;0),(2;0),(2;0),(4;0),(7;0),(7;0),(3;0),(5;0),(6;0),(3;0),(2;0),(4;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(6;0),(6;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(3;0),(5;0),(4;0),(7;0),(3;0),(3;0),(7;0),(7;0),(0;0),(0;0),(0;0),(0;0),(7;0),(7;0),(3;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(6;0),(0;0),(0;0),(6;0),(6;0),(3;0),(4;0),(7;0),(5;0),(6;0),(2;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(1;0),(2;0),(5;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(7;0),(7;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(7;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(6;0),(6;0),(3;0),(5;0),(2;0),(3;0),(1;0),(3;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(1;0),(5;0),(2;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)

DeployableInteriorLayer, 2, DeployableBackground(64x64)x3
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(1;0),(0;0),(0;0),(0;0),(0;0),(0;0),(3;0),(3;0),(0;0),(0;0),(0;0),(0;0),(0;0),(3;0),(0;0),(3;0),(1;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(3;0),(3;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(2;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(1;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(3;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(3;0),(3;0),(3;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(1;0),(3;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)

FloorLayer, 3, Border(64x64)x11
(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0)
